id	game_id	value	daily_double	round	category	clue	response
93703	1620	800	f	J!	IT'S MOVIE TIME	"""The Borrowers"" is the basis for ""The Secret World of"" her"	Arrietty<
93704	1620	800	f	J!	NATURAL DISASTERS	In Genesis 41:30 Joseph predicted one of these extreme shortages that cause people to starve	a famine
93705	1620	800	f	J!	BIG STUFF	It could take weeks to finish one of these made by Ravensburger; it's over 17' by 6' & contains more than 32,000 pieces	a jigsaw puzzle
93706	1620	800	f	J!	3 Ses	A woman who entertains guests at her home, perhaps with Twinkies made by this brand	hostess
93707	1620	1000	f	J!	MUSICAL INSTRUMENTS	Unlike the guitar, the violin doesn't have these dividing strips on its fingerboard	frets
93708	1620	1000	f	J!	A HISTORY LESSON	Louis XIV turned this building into a royal palace & the official residence of the court of France	Versailles
93709	1620	1000	f	J!	IT'S MOVIE TIME	Julie Andrews leaves the convent to work for the von Trapps in this musical	The Sound of Music<
93710	1620	1000	f	J!	NATURAL DISASTERS	Sort of a dry avalanche, it's a fall of earth & rocks down the side of a mountain	a landslide
93711	1620	1000	f	J!	BIG STUFF	This prehistoric giant was formerly called a brontosaurus	an apatosaurus
93712	1620	1000	f	J!	3 Ses	"When doling out justice, a court of law is ""in"" this"	session
93713	1620	400	f	DJ!	PERFORMING KIDS	"Nathan Kress was 14 when he began co-starring on this show in episodes like ""iWant More Viewers"" & ""iScream on Halloween"""	iCarly<
93714	1620	400	f	DJ!	BOOK REPORT	"Chapters in this novel include ""The Golden Tickets"" & ""Augustus Gloop Goes Up the Pipe"""	Charlie and the Chocolate Factory<
93715	1620	400	f	DJ!	TRAVELING THE USA	This state has the longest border with Mexico	Texas
93716	1620	400	f	DJ!	IT'S A NOISY PLANET	It's a noisy planet is a program to prevent hearing loss, which can be caused by exposure to sounds over 85 of these units	decibels
93717	1620	400	f	DJ!	THINGS THAT GO BLOOM	Folklore says blowing the seeds off this weedy herb carries your dreams to a loved one	a dandelion
93718	1620	400	f	DJ!	"""B"" PLUS"	It's the launching of a rocket--3-2-1...	blastoff
93719	1620	800	f	DJ!	PERFORMING KIDS	Asa Butterfield played this 2011 title movie character whose last name is Cabret	Hugo
93720	1620	800	f	DJ!	BOOK REPORT	"Mildred D. Taylor's Newbery medal-winning novel about racism & social injustice is called ""Roll of Thunder,"" this"	Hear My Cry<
93721	1620	800	f	DJ!	TRAVELING THE USA	(Jimmy of the Clue Crew presents the clue.)  I'm in St. Louis, Missouri, on this river, that flows from Minnesota to the Gulf of Mexico	the Mississippi River
93722	1620	800	f	DJ!	IT'S A NOISY PLANET	One sign of being around too-loud noise is if you hear this sound in your ears but there's no bell nearby	ringing
93723	1620	800	f	DJ!	THINGS THAT GO BLOOM	"The ""hips"" on these red flowers are chock full O' vitamin C"	roses
93724	1620	800	f	DJ!	"""B"" PLUS"	Here's a simple one of these charts, showing students' test scores	a bar graph
93725	1620	1200	f	DJ!	PERFORMING KIDS	Last name of Willow & Jaden, whose parents with similar names do some acting, too	Smith
93726	1620	1200	f	DJ!	BOOK REPORT	"""Ghost Town at Sundown"" is one of the many adventures Jack & Annie go on in this book series by Mary Pope Osborne"	The Magic Tree House<
93727	1620	1200	f	DJ!	TRAVELING THE USA	Bring your swimsuit to Ashland, Wisconsin to take a dip in this largest Great Lake	Lake Superior
93728	1620	1200	f	DJ!	IT'S A NOISY PLANET	You shouldn't have more than 15 min. unprotected exposure to the sound of this winter vehicle, like a ski-doo	a snowmobile
93729	1620	1200	f	DJ!	THINGS THAT GO BLOOM	These beautiful blooms commonly come in Easter & tiger varieties	lilies
93730	1620	1200	f	DJ!	"""B"" PLUS"	Oui, my friends--we use this French word for a broad, often landscaped city street	a boulevard
93731	1620	1600	f	DJ!	PERFORMING KIDS	"Now 18, this Canadian superstar signed a recording contract at age 15 & gave us ""My Worlds Acoustic"""	Justin Bieber
93732	1620	1600	f	DJ!	BOOK REPORT	Martians attack the earth after landing outside of London in this 1898 sci-fi classic by H.G. Wells	War of the Worlds<
93733	1620	1600	f	DJ!	TRAVELING THE USA	Interstate highway 10 stretches across the USA from California to this state at the other end	Florida
93734	1620	1600	f	DJ!	IT'S A NOISY PLANET	"Since the 1870s people have been worried about the ""air"" type of this; since the 1970s, about the ""noise"" type"	pollution
93735	1620	1600	f	DJ!	THINGS THAT GO BLOOM	In the 1880s near Zanzibar, John Kirk discovered the African type of this flower that's also a reddish-blue color	a violet
93736	1620	1600	f	DJ!	"""B"" PLUS"	It's a bowl-shaped depression on the ocean floor, or a washbowl or sink in your house	a basin
93737	1620	2000	f	DJ!	PERFORMING KIDS	Perhaps this CBS sitcom needs re-titling, as Angus T. Jones, who was 9 when it debuted, turns 19 in 2012	Two and a Half Men<
93738	1620	2000	f	DJ!	BOOK REPORT	"In ""Skylark"", a sequel to this novel, Anna & Caleb leave the prairie for a visit to Maine with their stepmom"	Sarah, Plain & Tall<
93739	1620	2000	f	DJ!	TRAVELING THE USA	Cherokee national forest is found in these colorfully named mountains of Tennessee	the Blue Ridge Mountains
93740	1620	2000	f	DJ!	IT'S A NOISY PLANET	"Even a farm can be loud if you're too close to a truck or this vehicle that's also featured in events called ""pulls"""	a tractor
93741	1620	2000	f	DJ!	THINGS THAT GO BLOOM	This flower can come in a number of colors, & its name sounds like it's a country full of autos	a carnation
93742	1620	2000	f	DJ!	"""B"" PLUS"	The postage seen here celebrates this Japanese art of growing miniature plants & trees	bonsai
